layer_id,api_no,county_fips,county_name,county_role,district,well_no,lease_no,oil_gas,total_depth,completion_date,completion_year,spud_date,spud_year,newest_permit_no,plug_flag,active_flag,lat,lon
wells_permian6,42-227-30293,227,Howard,peer,10,   1,22151,O,8147,1984-01-12,1984,,,,N,,32.341681,-101.662087
wells_permian6,42-227-30294,227,Howard,peer,10,  20D,2684,O,7700,1984-01-12,1984,,,,N,,32.118669,-101.260705
wells_permian6,42-227-30295,227,Howard,peer,00,   7W,2792,O,,1983-01-11,1983,1972-02-22,1972,,N,,32.110414,-101.280766
wells_permian6,42-227-30296,227,Howard,peer,00,   1W,2792,O,3139,1972-01-13,1972,1995-12-01,1995,,Y,,32.107118,-101.285303
wells_permian6,42-227-30297,227,Howard,peer,10,  19WS,2687,O,3900,1990-08-13,1990,1992-07-29,1992,,Y,,32.097427,-101.281712
wells_permian6,42-227-30298,227,Howard,peer,10,   3,22078,O,3765,1971-09-23,1971,1998-06-29,1998,,N,,32.096756,-101.257857
wells_permian6,42-227-30299,227,Howard,peer,10,   1,22235,O,8821,1984-01-10,1984,1984-02-15,1984,228761,N,,32.251965,-101.624261
wells_permian6,42-227-30300,227,Howard,peer,10,A  1,21324,O,7510,1971-11-22,1971,1971-11-30,1971,,Y,,32.260671,-101.341750
wells_permian6,42-227-30302,227,Howard,peer,10, 130W,2905,O,2900,1971-11-07,1971,2025-05-28,2025,,N,,32.289147,-101.229003
wells_permian6,42-227-30303,227,Howard,peer,10, 133W,2905,O,2900,1972-01-02,1972,1972-02-10,1972,,Y,,32.289323,-101.224419
wells_permian6,42-227-30304,227,Howard,peer,10, 132W,2905,O,2900,1971-11-22,1971,2022-10-31,2022,,N,,32.285849,-101.227901
wells_permian6,42-227-30305,227,Howard,peer,10, 131W,2905,O,2902,1971-12-17,1971,2022-05-10,2022,,N,,32.287375,-101.228459
wells_permian6,42-227-30306,227,Howard,peer,10, 129W,2905,O,2905,1971-12-29,1971,1972-02-10,1972,,Y,,32.290687,-101.229103
wells_permian6,42-227-30307,227,Howard,peer,10,   3W,2792,O,1900,1971-12-19,1971,1989-09-11,1989,,Y,,32.103399,-101.281295
wells_permian6,42-227-30308,227,Howard,peer,10,   4W,2792,O,3200,1971-12-21,1971,1994-08-09,1994,,Y,,32.103709,-101.277431
wells_permian6,42-227-30309,227,Howard,peer,00,   5W,2792,O,3200,1971-12-23,1971,1989-09-11,1989,,Y,,32.106765,-101.277300
wells_permian6,42-227-30310,227,Howard,peer,10,   6W,2792,O,3107,1971-12-31,1971,1994-09-01,1994,,N,,32.110304,-101.277053
wells_permian6,42-227-30311,227,Howard,peer,10,   1,22674,O,3829,1973-03-19,1973,1973-03-23,1973,,Y,,32.100637,-101.261795
wells_permian6,42-227-30312,227,Howard,peer,10, 128W,2905,O,2910,1971-12-30,1971,1972-02-10,1972,,Y,,32.287773,-101.232801
wells_permian6,42-227-30314,227,Howard,peer,10,  23,19095,O,3805,1973-12-15,1973,1971-11-18,1971,,N,,32.125369,-101.247779
wells_permian6,42-227-30315,227,Howard,peer,10,   1,22196,O,7558,1971-10-14,1971,1971-11-23,1971,,Y,,32.500257,-101.369374
wells_permian6,42-227-30316,227,Howard,peer,10,   2,22273,O,3720,1971-12-17,1971,1972-01-12,1972,,Y,,32.105837,-101.240138
wells_permian6,42-227-30317,227,Howard,peer,10,   6,2934,O,3150,1971-11-01,1971,1989-07-07,1989,,Y,,32.315304,-101.192115
wells_permian6,42-227-30318,227,Howard,peer,10, 512,11354,O,3981,1971-12-30,1971,1972-01-10,1972,,N,,32.098696,-101.231099
wells_permian6,42-227-30319,227,Howard,peer,10,  28,2741,O,2550,1990-01-30,1990,1994-06-29,1994,,N,,32.096533,-101.324996
wells_permian6,42-227-30320,227,Howard,peer,10,   4,22078,O,3747,1971-10-12,1971,1971-10-29,1971,,Y,,32.100566,-101.257559
wells_permian6,42-227-30321,227,Howard,peer,10, 113,20060,O,4000,1972-01-08,1972,1972-03-09,1972,,N,,32.102308,-101.402747
wells_permian6,42-227-30322,227,Howard,peer,10,  39,19033,O,3100,1971-11-16,1971,1990-06-21,1990,,Y,,32.114417,-101.267279
wells_permian6,42-227-30323,227,Howard,peer,10,   2,22134,O,3768,1971-12-01,1971,1971-12-27,1971,,Y,,32.118627,-101.243817
wells_permian6,42-227-30324,227,Howard,peer,10,   2,22043,O,3820,1971-12-01,1971,1971-12-27,1971,,Y,,32.103932,-101.249750
wells_permian6,42-227-30326,227,Howard,peer,10,  20,18989,O,3160,1972-01-26,1972,2010-09-03,2010,,Y,,32.096829,-101.283303
wells_permian6,42-227-30327,227,Howard,peer,10,  27,22056,O,3850,1972-01-18,1972,1972-02-09,1972,,Y,,32.118521,-101.257159
wells_permian6,42-227-30328,227,Howard,peer,10,  28,22056,O,3850,1971-12-15,1971,1972-01-25,1972,704101,Y,,32.122056,-101.252254
wells_permian6,42-227-30329,227,Howard,peer,10,  43,22065,O,3850,1972-01-08,1972,1972-02-02,1972,,N,,32.114893,-101.261481
wells_permian6,42-227-30330,227,Howard,peer,10,  44,22065,O,3850,1972-01-08,1972,1972-02-15,1972,,N,,32.111602,-101.265480
wells_permian6,42-227-30331,227,Howard,peer,10,  18,19035,O,3850,1979-09-14,1979,1979-10-05,1979,55553,N,,32.125684,-101.252366
wells_permian6,42-227-30332,227,Howard,peer,10,  52,2863,O,,1971-12-08,1971,1971-12-27,1971,,N,,32.291579,-101.239753
wells_permian6,42-227-30333,227,Howard,peer,10,  21,18989,O,4000,1972-02-24,1972,2005-11-10,2005,,N,,32.101256,-101.284371
wells_permian6,42-227-30334,227,Howard,peer,00,  34W,2796,O,3116,1971-12-19,1971,2005-05-11,2005,,N,,32.115589,-101.250508
wells_permian6,42-227-30335,227,Howard,peer,10,  21,8680,O,2615,1972-01-12,1972,1972-03-14,1972,,N,,32.113978,-101.301759
wells_permian6,42-227-30338,227,Howard,peer,10,  25,19095,O,3816,1973-01-01,1973,1972-02-02,1972,,N,,32.128625,-101.243476
wells_permian6,42-227-30339,227,Howard,peer,10,  24,21433,O,3807,1972-01-08,1972,1972-02-02,1972,,N,,32.128981,-101.247542
wells_permian6,42-227-30340,227,Howard,peer,10,   8W,2792,O,3179,1971-12-15,1971,1989-09-11,1989,,Y,,32.113793,-101.276559
wells_permian6,42-227-30341,227,Howard,peer,10,  13,18988,O,,1972-02-02,1972,1972-02-24,1972,,Y,,32.120873,-101.241816
wells_permian6,42-227-30342,227,Howard,peer,10,  14,18988,O,3050,1972-02-10,1972,1972-02-23,1972,,Y,,32.123654,-101.241624
wells_permian6,42-227-30343,227,Howard,peer,10,  29,19031,O,3720,1974-08-21,1974,1972-05-09,1972,,N,,32.121906,-101.256477
wells_permian6,42-227-30344,227,Howard,peer,10,  15,22542,O,7550,1972-08-08,1972,1989-08-08,1989,,N,,32.125588,-101.256131
wells_permian6,42-227-30345,227,Howard,peer,10,  41,19033,O,3100,1972-01-26,1972,2010-10-11,2010,,N,,32.112695,-101.262183
wells_permian6,42-227-30346,227,Howard,peer,10,  17W,2765,O,3000,1981-01-03,1981,1981-01-22,1981,,N,,32.130105,-101.249780
wells_permian6,42-227-30347,227,Howard,peer,10,  23,2768,O,1800,1972-02-03,1972,1972-02-23,1972,,Y,,32.124958,-101.272370
wells_permian6,42-227-30348,227,Howard,peer,10,   3,22273,O,3800,1972-01-16,1972,1972-01-26,1972,270451,N,,32.104669,-101.237411
wells_permian6,42-227-30350,227,Howard,peer,00,,,,,,,,,907392,Y,,32.524356,-101.231889
wells_permian6,42-227-30351,227,Howard,peer,10,  45,2763,O,3735,1972-03-27,1972,1978-07-03,1978,283806,Y,,32.115192,-101.265103
wells_permian6,42-227-30352,227,Howard,peer,10,  19,19035,O,3700,1972-03-24,1972,1987-07-06,1987,87590,Y,,32.129248,-101.251549
wells_permian6,42-227-30353,227,Howard,peer,10,   1,22432,O,7425,1975-04-27,1975,1972-04-25,1972,,Y,,32.519367,-101.325684
wells_permian6,42-227-30355,227,Howard,peer,00,,,,,,,,,,Y,,32.097561,-101.275064
wells_permian6,42-227-30356,227,Howard,peer,10,  22,8680,O,2620,1972-02-22,1972,1972-04-12,1972,,N,,32.113475,-101.305032
wells_permian6,42-227-30357,227,Howard,peer,10,   3,22407,O,1513,1972-03-29,1972,1972-04-10,1972,,Y,,32.492653,-101.353566
wells_permian6,42-227-30358,227,Howard,peer,10,   2,2737,O,3200,1972-07-05,1972,1996-06-20,1996,,N,,32.103631,-101.285571
wells_permian6,42-227-30361,227,Howard,peer,10,   2,22674,O,3817,1972-12-26,1972,1973-01-12,1973,,Y,,32.100743,-101.265829
wells_permian6,42-227-30362,227,Howard,peer,10,   4W,22574,O,2734,1972-04-10,1972,1972-09-20,1972,,Y,,32.293031,-101.252448
wells_permian6,42-227-30365,227,Howard,peer,10,   2,22479,O,6614,1972-05-24,1972,1972-06-07,1972,,Y,,32.268885,-101.371155
wells_permian6,42-227-30366,227,Howard,peer,10,  12,18996,O,3930,1972-07-05,1972,1972-07-28,1972,508655,Y,,32.107186,-101.286364
wells_permian6,42-227-30367,227,Howard,peer,00,,,,,,,,,,N,,,
wells_permian6,42-227-30368,227,Howard,peer,10, 114,20060,O,1350,1972-06-02,1972,1972-06-27,1972,,N,,32.102368,-101.404984
wells_permian6,42-227-30369,227,Howard,peer,10, 115,20060,O,1350,1972-06-05,1972,1972-06-28,1972,,Y,,32.096826,-101.405096
wells_permian6,42-227-30370,227,Howard,peer,10,   1,5884,G,7659,,,1983-06-17,1983,,Y,,32.474180,-101.273828
wells_permian6,42-227-30373,227,Howard,peer,10,  14,2737,O,3970,1972-08-15,1972,1972-08-28,1972,482338,Y,,32.105028,-101.292197
wells_permian6,42-227-30374,227,Howard,peer,10,  48,6199,O,3218,1972-06-02,1972,1972-06-20,1972,,N,,32.247345,-101.212057
wells_permian6,42-227-30375,227,Howard,peer,10,  11,2872,O,2750,1972-06-30,1972,1972-07-06,1972,,N,,32.294517,-101.251670
wells_permian6,42-227-30376,227,Howard,peer,10,  12,2817,O,2496,1972-07-14,1972,1972-08-08,1972,,N,,32.109340,-101.416340
wells_permian6,42-227-30377,227,Howard,peer,00,,,,,,,,,,Y,,32.245175,-101.257805
wells_permian6,42-227-30378,227,Howard,peer,10,   8,22380,O,3775,1972-05-23,1972,2011-08-31,2011,,Y,,32.114290,-101.244473
wells_permian6,42-227-30381,227,Howard,peer,10,  26,2834,O,1772,1972-05-31,1972,1972-06-20,1972,472824,Y,,32.128210,-101.244449
wells_permian6,42-227-30382,227,Howard,peer,10,   1,22773,O,5340,1973-02-27,1973,1973-04-12,1973,,Y,,32.297659,-101.355732
wells_permian6,42-227-30383,227,Howard,peer,00,,,,,,,,,884995,Y,,32.522746,-101.324813
wells_permian6,42-227-30384,227,Howard,peer,00,,,,,,,,,,N,,,
wells_permian6,42-227-30386,227,Howard,peer,10,  33,2792,O,4100,1984-01-12,1984,1996-07-25,1996,,N,,32.108115,-101.282795
wells_permian6,42-227-30387,227,Howard,peer,00,   2,33917,O,5041,1994-05-04,1994,1995-05-15,1995,433867,Y,,32.455306,-101.395790
wells_permian6,42-227-30388,227,Howard,peer,10,   1,22526,O,9075,1984-01-12,1984,,,,N,,32.500382,-101.665650
wells_permian6,42-227-30389,227,Howard,peer,10,   1,22530,O,7504,,,1972-08-04,1972,,Y,,32.487992,-101.248264
wells_permian6,42-227-30391,227,Howard,peer,10,  26,22541,O,3936,1972-07-15,1972,1992-09-08,1992,,N,,32.098008,-101.288065
wells_permian6,42-227-30393,227,Howard,peer,10,  19,6209,O,2800,1972-10-21,1972,1992-02-24,1992,,Y,,32.223508,-101.209549
wells_permian6,42-227-30394,227,Howard,peer,00,   2,35982,O,8800,2005-05-20,2005,2022-06-16,2022,559386,Y,,32.468454,-101.418556
wells_permian6,42-227-30396,227,Howard,peer,10,  21,19055,O,2840,1972-08-29,1972,1996-10-09,1996,476861,N,,32.152001,-101.247534
wells_permian6,42-227-30397,227,Howard,peer,10,  23,2680,O,3134,1972-08-21,1972,1997-05-28,1997,449871,Y,,32.149908,-101.247572
wells_permian6,42-227-30398,227,Howard,peer,10,  24,2680,O,3210,1972-11-30,1972,1973-01-08,1973,449863,N,,32.156958,-101.247306
wells_permian6,42-227-30400,227,Howard,peer,10,  22,2680,O,2840,1972-10-02,1972,1972-10-13,1972,449870,N,,32.153679,-101.247473
wells_permian6,42-227-30403,227,Howard,peer,10,  24,2768,O,1800,1972-09-12,1972,1986-06-19,1986,,Y,,32.126902,-101.267945
wells_permian6,42-227-30404,227,Howard,peer,10,  20,19035,O,3000,1972-09-14,1972,1972-10-05,1972,,N,,32.130042,-101.250978
wells_permian6,42-227-30405,227,Howard,peer,10,   3,21331,O,2435,1972-11-01,1972,1972-11-17,1972,,Y,,32.118624,-101.370780
wells_permian6,42-227-30406,227,Howard,peer,10,   9W,2893,O,2860,1972-10-10,1972,1972-10-31,1972,,N,,32.290596,-101.216014
wells_permian6,42-227-30407,227,Howard,peer,10,   2,2932,O,2720,1972-10-18,1972,1972-11-29,1972,,Y,,32.321894,-101.187667
wells_permian6,42-227-30408,227,Howard,peer,10,   2,22450,O,7760,1984-01-12,1984,,,,N,,32.463623,-101.399942
wells_permian6,42-227-30409,227,Howard,peer,10,  26,2700,O,2500,1972-09-18,1972,1972-10-10,1972,,Y,,32.101391,-101.426869
wells_permian6,42-227-30410,227,Howard,peer,10,  25,2699,O,2500,1972-09-27,1972,1972-10-16,1972,,N,,32.095179,-101.444764
wells_permian6,42-227-30411,227,Howard,peer,10,  26,2699,O,2500,1972-10-03,1972,2001-10-11,2001,,N,,32.097771,-101.443450
wells_permian6,42-227-30412,227,Howard,peer,10,  27,2699,O,2500,1972-10-09,1972,1972-11-02,1972,,N,,32.093377,-101.445999
wells_permian6,42-227-30414,227,Howard,peer,10,   4,20756,O,1785,1972-09-28,1972,1972-10-13,1972,,N,,32.119019,-101.290070
wells_permian6,42-227-30416,227,Howard,peer,10, 136W,2905,O,2900,1972-11-22,1972,2009-06-11,2009,,Y,,32.286259,-101.218445
wells_permian6,42-227-30417,227,Howard,peer,10, 135W,2905,O,2900,1972-10-24,1972,1972-11-02,1972,,Y,,32.289640,-101.219988
wells_permian6,42-227-30418,227,Howard,peer,10, 134W,2905,O,2900,1972-10-14,1972,1972-10-18,1972,,N,,32.292713,-101.220787
wells_permian6,42-227-30419,227,Howard,peer,10,  16W,2906,O,2900,1972-12-14,1972,1973-02-26,1973,,N,,32.277890,-101.238981
wells_permian6,42-227-30420,227,Howard,peer,10,  11W,2907,O,,1972-11-03,1972,1973-01-03,1973,,N,,32.282302,-101.235852
wells_permian6,42-227-30422,227,Howard,peer,10,   7,2716,O,3110,1973-01-26,1973,1995-01-11,1995,434296,N,,32.109071,-101.245845
wells_permian6,42-227-30423,227,Howard,peer,10,   8,19028,O,3150,1973-01-24,1973,1973-02-28,1973,,Y,,32.105543,-101.246732
wells_permian6,42-227-30424,227,Howard,peer,10,   9,19025,O,,1973-01-31,1973,1973-02-28,1973,,Y,,32.109843,-101.254977
wells_permian6,42-227-30425,227,Howard,peer,10,  10,19025,O,3200,1973-02-01,1973,1973-02-28,1973,,Y,,32.105341,-101.255679
wells_permian6,42-227-30426,227,Howard,peer,10,  11,19025,O,3105,1973-02-01,1973,1973-03-09,1973,,N,,32.102401,-101.255911
wells_permian6,42-227-30427,227,Howard,peer,10,  12,19025,O,3100,1973-01-25,1973,,,,N,,32.105885,-101.251156
wells_permian6,42-227-30428,227,Howard,peer,10, 253,22386,O,3200,1973-06-01,1973,1998-06-01,1998,,Y,,32.099114,-101.338446
wells_permian6,42-227-30429,227,Howard,peer,10, 255W,2827,O,3200,1973-04-30,1973,1993-03-23,1993,409948,N,,32.101007,-101.342129
wells_permian6,42-227-30430,227,Howard,peer,10, 256,22386,O,3200,1973-04-27,1973,1989-03-07,1989,,N,,32.102561,-101.339847
wells_permian6,42-227-30435,227,Howard,peer,10,   9,2716,O,3150,1973-02-02,1973,1997-10-15,1997,434295,N,,32.109221,-101.249750
wells_permian6,42-227-30436,227,Howard,peer,10,  31,19031,O,3100,1972-11-14,1972,1972-11-29,1972,,Y,,32.117860,-101.256044
wells_permian6,42-227-30437,227,Howard,peer,10,2302,20583,O,9900,1972-12-14,1972,1972-12-21,1972,,Y,,32.436338,-101.467072
wells_permian6,42-227-30439,227,Howard,peer,10,  47,19033,O,3850,1973-01-06,1973,1973-02-06,1973,682486,N,,32.111815,-101.274318
wells_permian6,42-227-30445,227,Howard,peer,10,   7,22734,O,1475,1973-03-03,1973,1973-03-12,1973,,N,,32.102308,-101.237512
wells_permian6,42-227-30448,227,Howard,peer,10,   4,22734,O,1700,1973-03-02,1973,2008-09-15,2008,,N,,32.104310,-101.239164
wells_permian6,42-227-30449,227,Howard,peer,10,   4,8382,O,3190,1973-01-28,1973,1973-02-13,1973,,N,,32.315566,-101.608566
wells_permian6,42-227-30450,227,Howard,peer,10,  32W,2763,O,8761,,,,,,Y,,32.113158,-101.262338
wells_permian6,42-227-30451,227,Howard,peer,10,   4,2736,O,3201,1973-05-21,1973,1974-02-22,1974,,N,,32.113395,-101.414244
wells_permian6,42-227-30454,227,Howard,peer,10, 143W,22575,O,2560,1973-12-19,1973,1974-01-21,1974,,Y,,32.090107,-101.469283
wells_permian6,42-227-30455,227,Howard,peer,10,  14,19017,O,3251,1973-06-07,1973,1973-07-03,1973,,Y,,32.093810,-101.264480
wells_permian6,42-227-30456,227,Howard,peer,10,  50,19033,O,3100,1973-02-12,1973,1993-11-24,1993,,Y,,32.116204,-101.264966
wells_permian6,42-227-30457,227,Howard,peer,10,  29,19034,O,3100,1973-02-20,1973,1973-03-19,1973,,Y,,32.123920,-101.261649
wells_permian6,42-227-30459,227,Howard,peer,10,  10W,2900,O,2951,1973-04-19,1973,1998-08-21,1998,,Y,,32.295009,-101.202412
wells_permian6,42-227-30460,227,Howard,peer,10,  19W,2913,O,,1984-01-12,1984,,,,Y,,32.294421,-101.222080
wells_permian6,42-227-30461,227,Howard,peer,10, 254,2827,O,3200,1973-03-26,1973,1973-12-21,1973,,Y,,32.101040,-101.340028
wells_permian6,42-227-30462,227,Howard,peer,10,  18W,2913,O,2804,1973-04-20,1973,1973-05-25,1973,,Y,,32.296321,-101.222358
wells_permian6,42-227-30463,227,Howard,peer,10,  17W,2913,O,2803,1973-04-27,1973,2002-11-21,2002,,Y,,32.297934,-101.223186
wells_permian6,42-227-30464,227,Howard,peer,10, 142W,2905,O,2900,1973-04-16,1973,1973-04-24,1973,,N,,32.296720,-101.230886
wells_permian6,42-227-30465,227,Howard,peer,10, 141,2905,O,2900,1973-03-05,1973,1973-04-24,1973,,N,,32.294815,-101.230283
wells_permian6,42-227-30466,227,Howard,peer,10, 140W,2905,O,2900,1973-02-25,1973,2023-04-06,2023,,N,,32.292738,-101.229524
wells_permian6,42-227-30467,227,Howard,peer,10, 145W,22575,O,2497,1973-08-02,1973,1973-08-23,1973,685485,N,,32.088554,-101.464004
wells_permian6,42-227-30468,227,Howard,peer,10, 137W,2905,O,2900,1973-04-19,1973,1973-04-24,1973,,N,,32.293620,-101.225986
wells_permian6,42-227-30469,227,Howard,peer,10, 138W,2905,O,2900,1973-04-16,1973,1973-04-24,1973,,N,,32.295530,-101.226694
wells_permian6,42-227-30470,227,Howard,peer,10,   8,22734,O,1650,1973-03-05,1973,1973-03-12,1973,,N,,32.102280,-101.234973
wells_permian6,42-227-30471,227,Howard,peer,10,   9,22734,O,1460,1973-03-06,1973,1973-03-12,1973,,N,,32.104758,-101.234719
wells_permian6,42-227-30472,227,Howard,peer,10,  10,2896,O,2750,1973-08-19,1973,1987-11-03,1987,,N,,32.283144,-101.183559
wells_permian6,42-227-30473,227,Howard,peer,10,   9,2896,O,2766,1973-07-28,1973,1973-09-14,1973,,Y,,32.283723,-101.180218
wells_permian6,42-227-30474,227,Howard,peer,10,  34,2792,O,5206,1973-05-14,1973,1973-05-17,1973,479471,N,,32.105234,-101.282860
wells_permian6,42-227-30475,227,Howard,peer,10, 156W,22575,O,2550,1973-08-04,1973,1987-04-03,1987,,Y,,32.092340,-101.456752
wells_permian6,42-227-30476,227,Howard,peer,10, 153,22575,O,2500,1973-12-14,1973,1985-07-09,1985,,N,,32.088412,-101.466642
wells_permian6,42-227-30477,227,Howard,peer,10, 146W,22575,O,2500,1973-08-01,1973,1987-03-17,1987,,N,,32.089212,-101.460271
wells_permian6,42-227-30478,227,Howard,peer,10,   1W,19009,O,2998,1973-10-08,1973,1973-11-23,1973,,Y,,32.143715,-101.253248
wells_permian6,42-227-30479,227,Howard,peer,10,   2W,2799,O,3010,1973-10-22,1973,1973-11-21,1973,,Y,,32.144296,-101.248720
wells_permian6,42-227-30480,227,Howard,peer,10,   4W,19009,O,3008,1973-10-22,1973,1973-11-23,1973,,N,,32.139981,-101.254845
wells_permian6,42-227-30481,227,Howard,peer,10,   5W,2799,O,3008,1973-10-09,1973,1983-08-24,1983,,Y,,32.140182,-101.248839
wells_permian6,42-227-30482,227,Howard,peer,10,   6W,2799,O,3006,1973-08-20,1973,1983-08-24,1983,,N,,32.139643,-101.240846
wells_permian6,42-227-30483,227,Howard,peer,10,   3W,2913,O,2810,1973-05-03,1973,1973-06-22,1973,,Y,,32.295318,-101.217784
wells_permian6,42-227-30484,227,Howard,peer,10,   3W,2799,O,3008,1973-10-09,1973,1973-11-21,1973,,N,,32.143780,-101.240615
wells_permian6,42-227-30485,227,Howard,peer,10, 151W,22575,O,2500,1973-07-31,1973,1987-03-09,1987,,Y,,32.087846,-101.455631
wells_permian6,42-227-30487,227,Howard,peer,10,  25,19037,O,3100,1973-04-20,1973,1993-06-04,1993,,Y,,32.119074,-101.269943
wells_permian6,42-227-30488,227,Howard,peer,10, 150,2905,O,2900,1973-07-28,1973,2017-04-05,2017,855941,N,,32.293321,-101.233664
wells_permian6,42-227-30489,227,Howard,peer,10,,,,2976,,,,,,N,,32.450800,-101.205689
wells_permian6,42-227-30490,227,Howard,peer,10,  26,12536,O,2780,1973-06-10,1973,1973-06-19,1973,,N,,32.212058,-101.238267
wells_permian6,42-227-30491,227,Howard,peer,10,  27,12536,O,2760,1973-05-28,1973,1973-06-12,1973,,N,,32.213794,-101.241005
wells_permian6,42-227-30492,227,Howard,peer,10,  17,18991,O,3100,1973-07-02,1973,1973-07-23,1973,,Y,,32.105819,-101.272814
wells_permian6,42-227-30493,227,Howard,peer,10,  35,2792,O,3120,1973-06-27,1973,1973-07-17,1973,,Y,,32.112116,-101.278747
wells_permian6,42-227-30494,227,Howard,peer,00,   9W,2792,O,2418,1973-05-10,1973,1995-12-05,1995,411990,N,,32.114076,-101.280609
wells_permian6,42-227-30495,227,Howard,peer,10,   6W,6202,O,3250,1973-09-19,1973,1989-03-22,1989,,N,,32.250976,-101.222620
wells_permian6,42-227-30496,227,Howard,peer,10,   7W,6202,O,3600,1974-02-26,1974,1989-03-22,1989,,N,,32.249661,-101.229758
wells_permian6,42-227-30497,227,Howard,peer,10,  36,6202,O,3250,1973-06-21,1973,1973-07-09,1973,,N,,32.249804,-101.223792
wells_permian6,42-227-30498,227,Howard,peer,10,  49,6199,O,3265,1973-06-27,1973,1973-07-09,1973,,N,,32.251170,-101.210036
wells_permian6,42-227-30499,227,Howard,peer,10, 145W,2905,O,2902,1973-08-01,1973,2005-12-12,2005,,Y,,32.293811,-101.234511
wells_permian6,42-227-30500,227,Howard,peer,10, 144W,2905,O,2900,1973-07-08,1973,2020-02-13,2020,,Y,,32.291964,-101.234012
wells_permian6,42-227-30501,227,Howard,peer,10,   9W,2907,O,2900,1973-08-04,1973,1973-09-10,1973,,N,,32.289010,-101.237752
wells_permian6,42-227-30502,227,Howard,peer,10,  10W,2907,O,2900,1973-08-15,1973,1973-09-06,1973,,N,,32.285400,-101.236860
wells_permian6,42-227-30504,227,Howard,peer,10,  28,2699,O,2500,1973-06-16,1973,1973-07-05,1973,,N,,32.092970,-101.454129
wells_permian6,42-227-30505,227,Howard,peer,10,  29,2699,O,2500,1973-06-23,1973,1973-07-20,1973,,Y,,32.095483,-101.454557
wells_permian6,42-227-30506,227,Howard,peer,10,   8W,6202,O,3250,1973-09-19,1973,1989-03-22,1989,,Y,,32.247422,-101.238492
wells_permian6,42-227-30508,227,Howard,peer,10,   5,20756,O,1660,1973-07-07,1973,1973-07-19,1973,,N,,32.118877,-101.287560
wells_permian6,42-227-30509,227,Howard,peer,00,,,,,,,,,,Y,,32.444864,-101.629023
wells_permian6,42-227-30510,227,Howard,peer,10,  30,19034,O,3100,1973-09-08,1973,1973-09-25,1973,,Y,,32.123994,-101.265424
wells_permian6,42-227-30511,227,Howard,peer,10,   4,22407,O,,1975-02-01,1975,1975-07-03,1975,,Y,,32.492275,-101.351614
wells_permian6,42-227-30512,227,Howard,peer,10,  29,12536,O,2760,1973-08-31,1973,2023-07-20,2023,,N,,32.210717,-101.240315
wells_permian6,42-227-30513,227,Howard,peer,10,  28,11089,O,2776,1973-09-25,1973,1975-08-11,1975,,Y,,32.216178,-101.239465
wells_permian6,42-227-30514,227,Howard,peer,00,,,,,,,,,872633,Y,,32.473355,-101.267376
wells_permian6,42-227-30516,227,Howard,peer,10,  28W,2834,O,1441,1973-07-31,1973,1973-10-10,1973,,Y,,32.127205,-101.245572
wells_permian6,42-227-30517,227,Howard,peer,10,  29W,2834,O,1424,1973-07-31,1973,1973-10-10,1973,,Y,,32.125290,-101.245713
wells_permian6,42-227-30518,227,Howard,peer,10,   1,23006,O,8017,1984-01-12,1984,,,,N,,32.342639,-101.590958
wells_permian6,42-227-30520,227,Howard,peer,10, 258,2827,O,2900,1973-09-07,1973,1973-10-24,1973,,N,,32.100899,-101.341938
wells_permian6,42-227-30521,227,Howard,peer,10, 259,2827,O,2900,1974-01-04,1974,1974-03-27,1974,,N,,32.101326,-101.340000
wells_permian6,42-227-30522,227,Howard,peer,10, 315,2827,O,3200,1973-11-12,1973,2009-10-29,2009,683658,N,,32.099556,-101.356966
wells_permian6,42-227-30523,227,Howard,peer,10, 316,2827,O,3200,1973-12-12,1973,2009-10-26,2009,683659,Y,,32.101308,-101.354671
wells_permian6,42-227-30524,227,Howard,peer,10, 148W,2905,O,2900,1973-10-24,1973,1973-11-06,1973,,Y,,32.288069,-101.219886
wells_permian6,42-227-30525,227,Howard,peer,10, 147W,2905,O,2900,1973-10-19,1973,2001-11-07,2001,,N,,32.291899,-101.220665
wells_permian6,42-227-30526,227,Howard,peer,10, 705,11354,O,1450,1973-09-05,1973,1973-10-03,1973,,Y,,32.103951,-101.232911
wells_permian6,42-227-30527,227,Howard,peer,10,   1,22911,O,7496,1973-09-01,1973,1973-09-24,1973,,Y,,32.483702,-101.241112
wells_permian6,42-227-30528,227,Howard,peer,10,  26,2680,O,2875,1974-01-13,1974,1974-01-29,1974,449865,N,,32.155904,-101.249494
wells_permian6,42-227-30529,227,Howard,peer,10,  28,2680,O,2790,1973-11-18,1973,1974-01-29,1974,449874,N,,32.158904,-101.249339
wells_permian6,42-227-30530,227,Howard,peer,10,  25,19055,O,2850,1973-12-13,1973,1974-01-29,1974,449872,Y,,32.153769,-101.249720
wells_permian6,42-227-30531,227,Howard,peer,10,  27,19055,O,2850,1973-12-13,1973,1974-01-29,1974,449873,N,,32.157467,-101.249598
wells_permian6,42-227-30532,227,Howard,peer,10,  30,12536,O,2747,1973-12-03,1973,1974-01-09,1974,,N,,32.209426,-101.237331
wells_permian6,42-227-30533,227,Howard,peer,10, 151,2905,O,2900,1973-10-18,1973,1991-12-17,1991,,N,,32.291746,-101.219237
wells_permian6,42-227-30534,227,Howard,peer,10, 152,2905,O,2900,1973-10-16,1973,2023-03-27,2023,,N,,32.288207,-101.218313
